id,host_listings_count,host_total_listings_count,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
958,1,1,94117,37.769310377340766,-122.43385634488999,3,1,1,2,$170.00,2,1,30,0,3,10,119,156,97,10,10,10,10,10,10,1,1.4
5858,2,2,94110,37.745112331410034,-122.42101788836888,5,1,2,3,$235.00,2,30,60,30,60,90,365,112,98,10,10,10,10,10,9,1,0.98
7918,10,10,94117,37.766689597862175,-122.45250461761628,2,4,1,1,$65.00,1,32,60,30,60,90,365,17,85,8,8,9,9,9,8,9,0.15
8142,10,10,94117,37.76487219421756,-122.45182799146508,2,4,1,1,$65.00,1,32,90,26,56,86,361,7,91,9,9,9,9,9,9,9,0.14
8567,1,1,94115,37.78470745496073,-122.44555431261594,6,1,2,3,$255.00,1,2,365,1,1,7,17,31,90,9,8,10,10,9,9,1,0.28
8739,2,2,94110,37.75918889708064,-122.42236687240562,3,1,1,2,$139.00,2,1,29,0,14,44,130,605,98,10,10,10,10,10,9,2,5.46
9225,1,1,94107,37.76258885144137,-122.40543055237004,2,1,1,1,$135.00,1,1,365,6,27,57,318,419,93,9,9,10,10,9,9,1,3.88
10251,1,1,94110,37.75874294929672,-122.4132720164374,6,1,2,3,$265.00,4,3,30,7,14,34,295,296,96,10,10,10,9,9,9,1,2.7
10578,1,1,94109,37.79142746368994,-122.41543567951581,2,1,0,1,$120.00,2,30,180,7,37,67,342,18,99,10,10,10,10,10,10,1,0.22
10819,47,47,94111,37.80060135801387,-122.42504538133501,4,2,3,3,$218.00,6,30,1125,0,0,0,251,22,88,9,9,9,8,9,8,42,0.33
10820,47,47,94117,37.771873721790115,-122.43859113023433,3,1,3,3,$177.00,6,30,1125,1,1,7,282,35,88,9,9,10,9,9,9,42,0.32
10824,47,47,94102,37.77355001557393,-122.42436191545026,5,2,3,3,$194.00,1,30,1125,0,0,0,258,14,91,10,10,10,9,10,9,42,0.18
10832,47,47,94102,37.78573889680189,-122.40797710199777,2,1.5,1,1,$139.00,1,30,365,3,33,63,338,18,91,10,9,10,10,10,9,42,0.27
12041,10,10,94117,37.77018946066375,-122.44594218370484,2,4,1,2,$85.00,1,32,60,3,33,63,338,5,75,8,8,9,10,9,7,9,0.06
12042,10,10,94117,37.76894262424544,-122.44778223886064,2,3,1,2,$85.00,1,32,90,30,60,90,365,5,64,6,6,10,9,9,8,9,0.08
12522,1,1,94114,37.76074548179248,-122.43032405939661,1,1,1,1,$79.00,1,3,27,0,9,14,14,370,98,10,10,10,10,10,10,1,3.51
12584,2,2,94117,37.762031017197216,-122.45454953525292,5,1,2,5,$146.00,2,30,800,21,21,40,315,14,93,8,9,9,9,9,9,2,0.19
14125,1,1,94110,37.75490669862631,-122.42245501922534,3,1,1,2,$215.00,2,3,10,3,11,34,306,94,98,10,10,10,10,10,9,1,0.89
16551,1,1,94102,37.78468948476576,-122.4145618452359,2,1,,1,$65.00,1,180,270,0,0,0,191,7,95,10,8,9,9,8,10,1,0.08
18231,1,1,94114,37.748883709300664,-122.42982374746443,3,1,0,1,$107.00,2,30,365,5,11,11,51,59,96,10,10,10,10,10,9,1,0.59
18904,3,3,94117,37.77252151838996,-122.43215647138362,2,1,1,1,$110.00,1,2,29,2,19,49,49,334,97,10,10,10,10,10,10,2,4.06
19040,1,1,94110,37.76348966609621,-122.41517400287555,2,1,0,1,$198.00,2,5,28,0,0,0,0,225,96,10,10,10,10,9,9,1,2.17
21334,1,1,94133,37.79579579428225,-122.41533449205012,2,1,1,1,$150.00,1,4,14,0,18,47,47,112,98,10,9,10,10,10,10,1,1.1
21914,10,10,94117,37.76480029761001,-122.45251322942761,2,4,1,1,$65.00,1,32,90,30,60,90,365,14,78,8,8,10,10,10,7,9,0.16
23540,1,1,94110,37.75065032945569,-122.41983820914385,5,1,2,4,$225.00,4,1,30,1,5,5,5,98,97,10,10,10,10,10,9,1,0.95
23611,3,3,94110,37.74556318786063,-122.41206808320703,2,1,1,1,$95.00,1,5,29,6,30,60,334,225,98,10,10,10,10,10,10,2,2.2
23630,1,1,94114,37.759630163946134,-122.4414323272976,2,1,1,1,$155.00,2,3,14,2,7,23,271,329,97,10,10,10,10,10,10,1,3.28
23680,1,1,94109,37.793180402836875,-122.4277324794233,2,1,1,1,$199.00,2,5,29,0,0,0,0,22,99,10,10,10,10,10,10,1,0.21
24450,1,1,94114,37.74884818198171,-122.43672598325251,3,1,1,2,$199.00,2,2,28,14,39,69,97,200,91,9,9,10,10,10,9,1,1.96
24463,2,2,94107,37.756445953809276,-122.39910232220872,2,1,1,1,$155.00,2,2,29,9,27,48,138,254,97,10,10,10,10,10,9,2,2.52
24685,1,1,94117,37.77161759839722,-122.4383620129092,1,1,1,1,$79.00,1,1,1125,0,1,29,304,168,95,10,9,10,10,10,9,1,1.7
24723,3,3,94115,37.78716464559002,-122.43386112927003,4,1,1,2,$195.00,4,5,31,1,5,15,137,255,95,10,10,10,10,10,10,2,2.49
25094,1,1,94131,37.741876130512445,-122.43121541816402,2,1,1,1,$150.00,1,5,28,0,26,49,319,22,100,10,10,10,10,10,10,1,0.81
25463,3,3,94117,37.77728949301072,-122.43421149153566,2,1,1,1,$110.00,1,2,29,3,13,42,42,375,98,10,10,10,10,10,10,2,3.91
25662,1,1,94107,37.762122016234294,-122.39540903672585,3,1,0,1,$125.00,2,4,180,3,20,32,301,285,95,10,10,10,10,10,9,1,2.87
25927,3,3,94115,37.78894736246063,-122.43030637005006,2,1.5,1,1,$110.00,1,2,364,12,39,69,344,61,91,9,9,10,9,10,9,3,0.79
27025,1,1,94114,37.76297967565378,-122.43136441227804,2,1,1,1,$175.00,2,30,1125,0,0,0,159,129,100,10,10,10,10,10,10,1,1.27
27028,2,2,94110,37.76097556330237,-122.4215807919612,4,1,1,2,$199.00,2,1,29,3,3,3,3,24,96,10,10,10,10,10,9,2,0.59
32027,4,4,94114,37.761259149504504,-122.43729222964022,5,2,2,2,$325.00,5,30,30,24,54,84,359,2,90,9,10,10,10,10,9,4,0.04
32414,1,1,94110,37.740254505653716,-122.41259087293635,2,1,1,2,$150.00,2,30,30,0,6,12,236,93,96,10,10,10,10,9,9,1,0.94
32802,1,1,94133,37.798346824645584,-122.4046102140624,2,1,1,1,$195.00,2,4,30,0,0,0,0,29,99,10,10,10,10,10,10,1,0.29
33577,4,4,94107,37.76514606125046,-122.39750094268479,2,1,1,1,$230.00,16,1,14,7,23,48,318,589,99,10,10,10,10,10,10,4,6.49
33578,4,4,94107,37.76525618558157,-122.39730470636793,2,1,1,1,$230.00,1,1,14,4,22,49,324,543,99,10,10,10,10,10,10,4,5.6
38607,3,3,94118,37.78197461686888,-122.45809229686044,2,1,1,1,$119.00,2,3,21,5,26,37,37,184,96,10,10,10,10,10,10,3,1.86
39174,33,33,94110,37.74830167460932,-122.4248849594586,2,1,1,2,$107.00,2,30,1125,30,60,90,365,20,96,9,10,10,10,10,9,23,0.23
39418,2,2,94110,37.74092694679287,-122.42054856183594,2,1,0,1,$100.00,2,30,730,0,6,36,311,21,98,10,10,10,10,10,9,2,0.24
40092,6,6,94110,37.76016368956081,-122.41969302856535,2,,1,1,$131.00,2,30,365,0,8,38,217,95,92,9,9,10,10,9,9,2,0.98
41055,3,3,94114,37.76125009086864,-122.43335472254522,3,1,1,1,$159.00,3,4,21,1,2,7,252,38,94,10,9,10,10,10,10,2,0.39
41172,1,1,94110,37.74082733936336,-122.4176300810205,2,2,1,1,$129.00,2,2,30,2,21,45,320,206,98,10,10,10,10,10,10,1,2.11
41399,1,1,94110,37.75610669111234,-122.41866188454807,4,1,2,2,$290.00,1,3,1125,1,5,5,237,69,96,10,10,10,10,9,9,1,0.97
41423,1,1,94131,37.735568322107156,-122.43301594389571,3,1,0,2,$126.00,1,30,90,7,37,67,342,145,89,9,9,9,9,9,9,1,1.48
41609,1,1,94109,37.79001328977593,-122.4129160022777,3,1,1,1,$170.00,2,30,730,7,8,32,228,13,98,10,10,10,10,10,10,1,0.14
42403,33,33,94110,37.73355829915958,-122.41851323779981,2,1,0,2,$85.00,2,30,1125,0,0,7,282,6,93,10,10,10,10,10,10,23,0.07
42408,33,33,94110,37.734043600057895,-122.41781290096887,2,1,1,2,$85.00,2,30,365,8,38,68,343,4,87,9,8,10,10,8,7,23,0.05
42454,1,1,94110,37.751170938173885,-122.41325858403587,2,1.5,1,1,$93.00,1,60,90,0,6,36,125,9,89,9,8,10,10,10,9,1,0.11
42577,33,33,94107,37.75447178428228,-122.38813183068281,4,1,2,2,$150.00,4,30,1125,22,52,82,357,2,80,5,8,10,8,7,8,23,0.04
43732,33,33,94131,37.751912641743786,-122.44385363370671,2,1,1,2,$120.00,2,30,1125,30,60,90,365,5,88,9,9,10,10,8,8,23,0.07
43778,33,33,94117,37.77271620117503,-122.44083686596025,3,1,2,2,$120.00,2,30,1125,30,60,90,365,8,56,8,7,8,7,7,7,23,0.08
44680,2,2,94110,37.751208534907924,-122.4216450325051,4,1,1,2,$175.00,2,31,60,11,41,70,70,3,100,,,,,,,1,0.03
45299,3,3,94114,37.76068103780288,-122.4333062776897,2,1,0,2,$116.00,1,3,30,0,0,17,17,110,94,9,9,10,10,10,9,2,1.12
45956,3,3,94117,37.772481096265956,-122.43016127970861,2,3,1,1,$125.00,1,3,180,2,12,42,213,64,95,10,10,9,9,10,9,3,0.89
47486,1,1,94127,37.725357319421676,-122.46861057405349,2,1,1,1,$78.00,2,30,365,0,0,0,261,28,97,10,10,10,10,9,10,1,0.29
47682,9,9,94109,37.79250377189508,-122.42431221967043,2,1,1,1,$120.00,2,30,365,4,33,63,338,25,96,10,9,10,10,10,10,9,0.26
51073,2,2,94103,37.771163291931664,-122.42199475971246,2,1,1,1,$180.00,2,2,13,0,0,0,0,144,99,10,10,10,10,10,10,2,1.5
51557,1,1,94117,37.77121459843396,-122.42833896267528,3,1,2,2,$119.00,2,30,180,8,9,36,311,103,98,10,10,10,10,10,10,1,1.06
51773,9,9,94109,37.79311697274764,-122.42599835412354,1,0,1,1,$55.00,1,30,730,23,53,83,358,158,92,10,9,10,10,10,9,9,1.77
52713,1,1,94133,37.79666781067421,-122.4127171205569,1,,1,1,$99.00,1,30,120,0,0,0,0,166,89,9,9,9,9,9,9,1,1.72
54518,1,1,94104,37.79330087376464,-122.40079409170286,2,1,1,1,$240.00,1,30,365,0,1,1,206,16,88,10,9,9,10,10,10,1,0.18
54634,9,9,94109,37.791664463998366,-122.42649785318217,2,1,1,1,$115.00,2,30,730,2,32,62,337,35,92,9,9,10,10,10,9,9,0.36
55632,4,4,94121,37.77959492929261,-122.48618748703613,4,1,1,1,$130.00,1,30,365,0,0,19,294,10,94,10,10,10,10,9,10,3,0.11
55636,4,4,94131,37.748894023606574,-122.44478571052342,4,1,1,2,$130.00,1,30,365,0,0,12,287,26,95,10,10,10,10,9,9,3,0.27
56200,1,1,94115,37.786288923650815,-122.43956576202952,3,1,1,1,$132.00,2,30,365,0,0,0,245,266,98,10,10,10,10,10,10,1,2.77
56621,9,9,94109,37.7921566860583,-122.42458175015634,1,,1,1,$63.00,1,30,365,22,25,55,330,119,92,9,8,10,10,10,9,9,1.25
57561,1,1,94110,37.7472029202085,-122.41443017005629,2,1,1,1,$175.00,2,31,90,28,58,88,363,212,92,10,9,10,9,9,9,1,2.22
57676,4,4,94110,37.75762488503674,-122.41932566984038,1,1,1,1,$99.00,1,2,180,4,29,59,334,97,95,10,9,10,10,10,9,4,1.08
59314,1,1,94103,37.77697890439628,-122.41046863491385,2,1,2,1,$225.00,2,28,360,0,19,49,323,126,97,10,10,10,10,9,9,1,1.35
59344,1,1,94131,37.7456548107698,-122.42864380484687,2,1,1,1,$135.00,2,2,60,2,6,12,256,272,98,10,10,10,10,10,10,1,2.88
59381,4,4,94133,37.80310149636795,-122.41595794952552,4,2.5,1,1,$109.00,1,2,30,4,15,45,45,203,96,10,10,10,10,10,9,4,2.28
59702,1,1,94110,37.74208535134401,-122.41408795198384,2,1,1,1,$150.00,2,2,120,4,11,41,315,181,98,10,10,10,10,10,10,1,2.06
59831,1,1,94122,37.756735430951686,-122.4917779247513,2,1,1,1,$100.00,2,60,60,30,60,90,365,1,20,,,,2,,,1,0.01
62519,2,2,94131,37.74182582587041,-122.42993120028235,1,1,1,1,$92.00,1,3,28,0,0,0,0,35,97,10,10,10,10,10,10,2,0.8
63247,4,4,94110,37.749257791368365,-122.4139751902205,2,1,1,1,$166.00,1,2,29,1,21,51,326,272,92,9,9,10,9,9,9,1,2.89
63405,4,4,94110,37.75399608902932,-122.41770632143597,2,1,1,1,$125.00,1,2,180,9,26,56,330,196,94,9,9,10,10,10,9,4,2.17
64165,1,1,94123,37.80317360919436,-122.4287406849882,2,2,1,1,$90.00,1,30,150,0,0,0,258,63,99,10,10,10,10,10,10,1,0.73
66119,1,1,94121,37.77797943313199,-122.47812392128415,2,1,0,1,$100.00,1,30,300,0,30,60,335,95,83,9,9,10,9,9,8,1,1.1
66188,33,33,94121,37.777186052227385,-122.50906016719797,6,2,3,4,$216.00,4,30,1125,0,7,37,312,12,96,9,10,10,10,9,9,23,0.14
69410,1,1,94118,37.774419837277094,-122.46318942318709,2,1,2,2,$80.00,1,30,365,7,37,67,342,49,98,10,10,10,10,10,9,1,0.55
69549,41,41,94112,37.730268018808246,-122.42644319164599,2,1,1,1,$46.00,1,30,1125,0,0,0,259,39,91,9,9,10,9,9,9,14,0.43
69553,41,41,94112,37.73128161034925,-122.42478400335014,2,1,1,1,$44.00,1,30,1125,2,32,62,337,26,82,8,8,8,9,8,8,14,0.29
69681,33,33,94121,37.77706906926253,-122.50923187258286,4,2,3,3,$170.00,4,30,1125,30,60,90,365,7,93,9,8,9,9,9,8,23,0.08
69685,33,33,94133,37.802299233030624,-122.40436546321072,2,1,1,1,$100.00,2,30,730,7,37,67,342,2,80,8,6,10,9,10,8,23,0.02
70139,3,3,94110,37.745274292737484,-122.42424032456833,3,1,1,1,$108.00,2,31,180,0,0,0,250,10,98,10,10,10,10,10,10,1,0.13
70284,20,20,94108,37.79363898204185,-122.40634723482725,1,2.5,1,2,$30.00,1,30,365,0,0,0,259,12,92,9,8,9,9,9,9,20,0.14
70753,20,20,94111,37.79446982345703,-122.40450489784357,1,,1,1,$45.00,1,1,21,1,22,22,22,318,92,9,9,10,10,10,9,20,3.43
71645,1,1,94110,37.74577518746264,-122.40841196868365,2,1,1,1,$109.00,1,3,25,1,21,51,135,91,98,10,10,10,10,10,10,1,2.97
71779,1,1,94118,37.77624826509971,-122.46465687469065,2,1,1,2,$80.00,1,30,365,9,39,69,344,2,60,9,8,10,10,8,8,1,0.02
72365,12,12,94117,37.77518124796752,-122.43334092158027,8,1,1,4,$100.00,4,30,365,13,13,13,262,63,89,9,8,10,9,10,9,12,0.69
72444,20,20,94111,37.79308771358162,-122.40443145073387,2,,1,1,$38.00,1,1,21,2,19,19,19,318,93,9,9,10,10,9,9,20,3.5
72921,12,12,94117,37.77587983423838,-122.43143095984581,6,1,1,3,$110.00,2,30,365,0,0,0,203,49,89,9,9,10,9,10,9,12,0.53
73011,1,1,94103,37.77025729875716,-122.41854672356713,2,1,1,1,$270.00,1,30,40,26,56,86,361,30,99,10,10,10,10,8,9,1,0.4
74451,12,12,94117,37.77387670992395,-122.43297568688288,4,1,0,2,$125.00,2,30,365,0,1,31,306,17,96,9,9,10,10,10,9,12,0.21
74758,41,41,94112,37.73137082430299,-122.4253180558438,2,1,1,1,$41.00,1,30,1125,24,54,84,359,32,87,9,8,9,9,8,9,14,0.35
75422,41,41,94112,37.73127948759723,-122.424726996644,2,1,1,1,$35.00,1,30,1825,0,29,59,334,9,100,9,9,10,10,9,9,14,0.11
75423,41,41,94112,37.7304802544081,-122.42493583612392,2,1,1,1,$42.00,1,30,1825,30,60,90,365,32,93,9,8,9,10,8,9,14,0.36
77175,1,1,94131,37.73838179478437,-122.43375157200887,2,1,1,1,$135.00,2,3,31,5,14,41,130,248,98,10,10,10,10,10,10,1,2.74
77932,41,41,94112,37.73133675895826,-122.42456556245135,3,1,1,1,$49.00,1,30,1825,5,16,46,321,20,80,7,8,9,8,8,8,14,0.24
78651,4,4,94110,37.756154097298165,-122.41927153123532,1,2,1,1,$75.00,1,2,180,11,41,71,346,65,96,10,9,10,10,9,9,4,0.74
80394,1,1,94117,37.770653657862006,-122.4425207074733,2,1,1,1,$140.00,2,30,60,22,52,82,98,10,98,10,10,9,9,9,10,1,0.18
81158,1,1,94115,37.784932361281044,-122.44617874146971,4,1,1,2,$83.00,2,30,330,17,18,40,191,11,93,10,10,10,10,10,9,1,0.12
81256,41,41,94112,37.73152154309599,-122.42547026238549,3,1,1,1,$44.00,1,30,1825,30,60,90,365,19,78,8,7,8,9,8,8,14,0.22
81535,1,1,94102,37.780246825684266,-122.4130967486481,1,1,1,1,$250.00,1,30,1125,0,0,3,263,14,97,10,10,10,10,8,9,1,0.21
82919,2,2,94110,37.73429819825516,-122.42092134075445,2,1,1,1,$115.00,4,3,14,5,25,54,54,355,92,9,9,10,10,9,9,2,3.93
83257,1,1,94115,37.78528002426264,-122.44358154469022,1,1,1,1,$90.00,1,1,365,0,25,55,330,77,97,10,9,10,10,9,9,1,0.87
83553,33,33,94121,37.77482553661235,-122.50951808088368,2,1,0,1,$85.00,2,30,290,0,0,0,273,6,100,10,10,9,9,9,9,23,0.07
84777,2,2,94114,37.75969350584317,-122.4444486787198,2,1,0,1,$85.00,1,4,30,2,10,34,92,198,94,10,9,10,10,9,9,2,2.21
85521,1,1,94110,37.759349164507206,-122.40846740859477,6,2,1,3,$167.00,2,30,120,0,0,0,164,8,76,9,9,9,9,8,9,1,0.09
87640,1,1,94131,37.74549596568911,-122.42898445047335,2,1,1,1,$115.00,1,2,21,2,9,9,78,308,98,10,10,10,10,10,10,1,3.42
91957,1,1,94117,37.761935772488144,-122.4492861428232,6,1.5,2,4,$248.00,4,30,730,9,39,69,344,94,95,9,9,10,10,10,9,1,1.11
96383,9,9,94109,37.79175618189418,-122.42475524420391,1,,1,1,$59.00,1,30,365,0,0,0,261,129,94,10,9,10,10,10,9,9,1.45
99094,1,1,94103,37.76808630516504,-122.42439033142362,4,1,2,2,$185.00,3,5,1125,0,0,0,0,11,98,10,10,9,10,10,10,1,0.12
102213,1,1,94133,37.801524079564906,-122.41430793244174,2,1,1,1,$165.00,2,30,99,0,0,0,235,107,97,10,10,10,10,10,10,1,1.19
102951,20,20,94108,37.79297219150866,-122.4066363943875,1,2.5,1,1,$30.00,1,30,730,0,11,41,316,5,96,10,8,10,9,8,10,20,0.07
105497,3,3,94122,37.75753701604279,-122.49852483616776,1,1,1,1,$85.00,1,30,730,29,59,89,364,3,100,10,10,10,10,9,10,3,0.26
106025,1,1,94109,37.785349475972616,-122.41514600966632,2,1,2,2,$160.00,2,30,60,5,35,55,330,59,98,10,10,10,10,8,10,1,0.66
108535,33,33,94110,37.74877853078538,-122.42615778812177,2,1,1,2,$120.00,2,30,270,30,60,90,365,14,100,10,10,10,10,10,10,23,0.16
109883,1,1,94127,37.733273653544636,-122.46434558077837,4,1,2,2,$125.00,2,2,1125,3,12,33,298,300,94,10,9,10,10,10,9,1,3.41
110825,1,1,94124,37.71548671668391,-122.38922416156312,4,1,2,2,$120.00,2,30,730,7,37,67,342,8,93,10,9,10,10,9,10,1,0.09
113211,7,7,94108,37.792941231143644,-122.40658665179991,2,2.5,1,2,$30.00,1,30,730,0,0,0,246,13,96,9,8,10,10,10,9,7,0.18
114401,1,1,94114,37.76101577309625,-122.43005445179885,1,1,1,1,$125.00,1,1,1125,2,25,49,311,456,97,10,9,10,10,10,10,1,5.14
115242,2,2,94133,37.80591171956485,-122.40829886506623,4,1,1,2,$275.00,2,30,30,0,7,32,254,4,93,10,10,10,10,10,10,1,0.05
117955,1,1,94103,37.77540807544541,-122.4114224310228,8,2,2,2,$500.00,4,3,29,2,9,23,255,81,96,10,10,10,10,9,9,1,1.13
122829,2,2,94102,37.7738082777912,-122.42148271904918,2,1,1,1,$75.00,2,30,180,5,5,35,124,68,94,9,9,10,10,9,9,1,0.77
124011,1,1,94122,37.76333989510342,-122.46947555681659,6,3,3,4,$680.00,5,30,270,0,0,0,0,8,97,10,9,10,9,9,9,1,0.16
126046,4,4,94117,37.7681347587221,-122.44493597270328,5,1,3,3,$150.00,5,30,151,0,0,14,289,80,97,10,10,10,10,10,9,2,0.94
128230,1,1,94114,37.75886842493242,-122.4356477818782,3,1,1,2,$328.00,2,3,15,2,2,2,190,132,99,10,10,10,10,10,10,1,1.5
130775,10,10,94117,37.76608594076294,-122.45126197318658,2,4,1,1,$65.00,1,32,90,30,60,90,365,10,86,8,7,10,9,10,8,9,0.13
130805,1,1,94110,37.75586065788621,-122.42091933940465,2,1,1,1,$110.00,2,30,90,24,26,53,328,61,99,10,10,10,10,10,10,1,0.69
132441,1,1,94110,37.7397368146482,-122.42299429786105,2,1,1,1,$69.00,1,1,10,4,26,56,145,94,95,10,10,10,9,9,9,1,1.07
134015,1,1,94123,37.80356039109715,-122.42588865524273,4,1,2,2,$275.00,4,3,14,0,0,0,0,67,97,10,9,10,10,10,9,1,0.77
137546,3,3,94110,37.7470780993027,-122.42456382413224,2,1,1,1,$102.00,2,2,180,0,17,39,102,200,97,10,10,10,10,9,10,3,2.54
138592,4,4,94110,37.75557545386986,-122.42474067635095,8,2,4,5,"$1,200.00",6,4,1125,12,12,12,22,22,98,10,10,10,10,10,9,3,0.26
138619,1,1,94133,37.798353944016526,-122.40419704528624,3,1,1,1,$150.00,2,2,30,4,15,33,299,40,90,9,9,10,10,10,9,1,0.46
138681,1,1,94158,37.7728428945825,-122.39686539739071,6,2,3,3,$500.00,4,180,732,0,0,11,286,2,100,10,10,10,10,10,9,1,0.02
138772,1,1,94114,37.75822672204274,-122.43273310309284,2,1,1,1,$150.00,2,5,365,0,0,0,110,53,98,10,9,10,10,10,10,1,0.61
140568,3,3,94110,37.738735662423146,-122.41623805097367,2,1,1,1,$90.00,1,2,7,1,15,20,20,139,97,10,10,10,10,9,10,3,1.6
142177,1,1,94121,37.78470578372941,-122.48124967080864,4,1,2,2,$425.00,4,3,25,10,19,37,37,168,98,10,10,10,10,9,10,1,2
144043,3,3,94110,37.74547473165871,-122.40725882207605,2,1,1,2,$98.00,1,2,14,1,1,7,7,120,92,9,9,10,10,9,9,3,1.36
144978,9,9,94109,37.79335720433158,-122.42506231886728,1,,1,1,$56.00,1,30,365,0,26,56,331,115,93,10,9,10,10,10,9,9,1.32
145886,7,7,94110,37.764087334815436,-122.41658968757609,6,2,2,3,$395.00,4,30,1125,0,0,0,260,112,96,10,10,10,9,9,9,7,1.28
147443,3,3,94131,37.74598781346884,-122.44532046704148,4,1.5,2,4,$230.00,4,30,90,23,53,83,358,106,92,10,9,10,10,9,9,2,1.21
148559,1,1,94114,37.76787021889577,-122.4317221978979,6,1,2,4,$275.00,1,4,21,0,0,0,0,19,99,10,9,10,10,10,10,1,0.22
148769,3,3,94131,37.751950655857144,-122.44927881197381,2,1,1,2,$115.00,2,30,30,8,38,68,343,87,82,8,8,9,9,9,8,2,1.7
150053,8,8,94105,37.78759758847618,-122.39222388419763,6,2.5,3,3,$600.00,2,30,1125,30,60,90,365,12,100,10,10,10,10,10,9,5,0.14
150347,6,6,94110,37.76202211098672,-122.41876038242056,4,1,2,2,$179.00,4,30,365,14,44,74,349,116,94,9,9,10,9,9,9,2,1.33
150848,1,1,94107,37.7619953856549,-122.39391467062444,2,1,1,1,$75.00,1,3,5,0,0,0,85,194,99,10,10,10,10,10,10,1,2.27
162934,2,2,94121,37.77760606429601,-122.50378426358351,2,1,1,1,$149.00,1,4,180,7,16,34,304,188,94,10,10,10,10,9,9,2,2.16
164207,5,5,94127,37.74159258435915,-122.46578197080093,2,1,1,1,$69.00,1,4,26,11,18,41,131,311,97,10,9,10,10,10,10,3,3.57
166199,1,1,94114,37.76193630172387,-122.43239202855298,4,1,1,2,$220.00,2,4,330,6,13,28,28,148,96,10,9,10,9,10,9,1,1.73
166771,1,1,94117,37.76827235107756,-122.44678432093525,4,1,1,1,$185.00,2,30,180,0,0,0,191,150,97,10,10,10,10,10,10,1,1.75
174679,1,1,94110,37.75452315126554,-122.40715577753848,4,1,1,2,$80.00,2,3,14,1,20,42,51,4,90,9,8,10,10,9,9,1,0.05
175090,33,33,94104,37.79018403099442,-122.40474841078853,2,1,0,2,$110.00,2,30,1125,30,60,90,365,24,87,9,9,9,10,10,9,23,0.28
175102,33,33,94104,37.790763899804475,-122.40402958480205,2,1,0,2,$135.00,2,30,1125,8,38,68,343,48,94,10,10,9,10,9,9,23,0.56
176092,0,0,94110,37.7527174181433,-122.4093400525747,2,1,1,1,$117.00,2,3,25,3,4,4,15,262,98,10,10,10,10,9,10,1,3.02
176274,41,41,94112,37.73142636465153,-122.4232500338415,2,1,1,1,$40.00,1,30,1825,0,7,37,312,8,84,9,8,9,10,8,8,14,0.09
178532,1,1,94117,37.77556129112249,-122.45497960310253,4,2,2,2,$140.00,2,1,45,1,2,17,281,114,96,10,9,10,10,10,10,1,1.32
178740,3,3,94118,37.77818014233496,-122.45420265281115,2,1,1,1,$178.00,2,7,30,5,21,45,78,123,98,10,10,10,10,10,10,3,1.42
180233,2,2,94114,37.75656890220273,-122.4326266944107,1,1,1,1,$100.00,1,30,365,30,60,90,269,18,92,10,9,10,10,10,8,2,0.22
183334,3,3,94110,37.74530647307225,-122.41121805875476,4,1,2,2,$225.00,4,3,29,0,0,0,0,6,100,10,10,10,10,10,10,2,0.07
183859,1,1,94131,37.73625671585987,-122.43676966002099,4,1,2,2,$220.00,4,3,28,3,9,26,286,189,97,10,9,10,10,10,9,1,2.47
187730,4,4,94110,37.757567277655575,-122.41939471332492,1,2,1,1,$75.00,1,3,120,5,20,50,325,88,96,10,9,10,10,10,9,4,1.02
189068,3,3,94110,37.7385639177761,-122.41687108462861,2,1,1,1,$90.00,1,2,7,0,8,14,14,153,98,10,10,10,10,10,10,3,1.78
189894,1,1,94123,37.8031780774682,-122.42977370463731,2,1,1,1,$150.00,1,5,60,2,3,3,14,28,97,10,10,10,10,10,10,1,0.39
191632,1,1,94117,37.77310912173779,-122.44978613353845,2,1,1,1,$138.00,2,2,14,4,9,31,201,380,97,10,10,10,10,10,10,1,4.42
196090,1,1,94110,37.73725508735969,-122.41081112126167,2,1,1,1,$85.00,1,30,1125,0,0,21,111,31,94,9,8,10,10,9,10,1,0.36
199480,2,2,94110,37.745567369847535,-122.41187307695988,1,1.5,1,1,$90.00,1,3,21,0,0,0,245,176,98,10,10,10,10,10,10,2,2.05
201313,1,1,94111,37.80340357868622,-122.40484501149777,2,1,1,1,$182.00,1,30,730,0,0,0,250,2,100,10,10,10,10,10,10,1,0.52
201579,1,1,94117,37.77755721542998,-122.4332635143301,4,1.5,1,2,$136.00,4,30,360,23,30,60,335,212,97,10,10,10,10,10,10,1,2.48
205842,4,4,94107,37.76487422024667,-122.39762672259354,2,1,1,1,$230.00,1,1,14,2,12,42,317,619,99,10,10,10,10,10,10,4,8.29
206566,20,20,94108,37.795073765619875,-122.40497703714732,1,2.5,1,1,$30.00,1,30,730,0,11,41,316,8,100,10,9,10,10,10,10,20,0.13
206634,20,20,94108,37.79466144926989,-122.40523328020731,1,2.5,1,1,$30.00,1,30,365,0,0,0,263,5,100,10,10,10,10,10,10,20,0.06
206637,20,20,94108,37.79290806707531,-122.4063745666461,1,2.5,1,1,$30.00,1,30,365,0,11,41,316,3,80,8,8,10,9,10,8,20,0.05
