id,host_total_listings_count,longitude,accommodates,price,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
17237843,4,-122.40815288064748,2,$59.00,1125,284,68,88,9,9,10,9,9,9,3,3.81
17237993,4,-122.40720584753518,3,$69.00,1125,315,78,88,9,8,10,10,9,9,3,4.8
17238534,73,-122.41685978215999,4,$40.00,1125,364,2,90,9,6,10,8,10,9,26,0.12
17254134,32,-122.4297150398575,4,$268.00,1125,88,0,,,,,,,,32,
17254515,1,-122.43298000118087,1,$100.00,10,23,20,99,10,10,10,10,10,10,1,1.22
17267153,47,-122.41974850108681,2,$87.00,1125,339,4,90,9,10,9,10,10,9,42,0.33
17269133,1,-122.47406852722894,4,$152.00,1125,71,2,100,10,10,10,10,10,10,1,0.2
17281042,2,-122.4129103703061,4,$450.00,30,16,31,99,10,10,10,10,10,10,1,1.7
17285258,3,-122.41251085591958,5,$255.00,4,30,88,94,10,10,10,10,10,9,3,4.71
17287731,3,-122.43841207687237,2,$100.00,27,0,2,100,10,8,10,10,9,9,3,0.13
17288451,3,-122.4197177804739,2,$180.00,1125,325,3,100,10,10,10,10,10,10,3,2.09
17288739,2,-122.44197633860735,6,$550.00,1125,104,2,100,10,10,10,10,10,9,1,0.2
17289486,1,-122.39111108416643,2,$120.00,15,20,71,99,10,10,10,10,10,10,1,3.95
17301015,1,-122.50618024365613,4,$100.00,1125,336,99,92,10,9,10,10,9,9,1,5.37
17301795,1,-122.45530654384181,4,$167.00,180,334,73,96,10,10,10,10,10,10,1,4
17305040,1,-122.40869368672094,2,$130.00,90,140,100,99,10,10,10,10,10,10,1,5.34
17316443,1,-122.4686647493571,2,$103.00,1125,190,4,95,10,10,10,10,10,10,1,0.24
17318005,1,-122.43416354894879,3,$180.00,21,253,82,100,10,10,10,10,10,10,1,4.54
17343208,24,-122.44947495273219,2,$90.00,23,209,96,95,10,9,10,10,10,9,23,5.18
17344333,24,-122.45052216483877,1,$50.00,23,241,35,93,9,9,10,10,10,9,23,1.9
17345722,1,-122.42884713438669,4,$250.00,90,0,13,98,10,9,10,10,10,10,1,0.82
17346342,1,-122.46305356339337,2,$75.00,31,115,46,98,10,10,10,10,10,10,1,2.57
17367074,1,-122.42350382003168,4,$150.00,30,279,7,89,9,8,9,9,9,9,1,0.42
17367829,3,-122.49651602676339,2,$150.00,1125,177,0,,,,,,,,3,
17369805,3,-122.42796976662491,2,$250.00,29,50,51,100,10,10,10,10,10,10,3,2.82
17371171,4,-122.47739240387928,1,$32.00,1125,66,94,96,10,10,10,10,10,10,4,5.09
17382326,1,-122.50839678047147,4,$249.00,1125,131,54,99,10,10,10,10,10,10,1,3.01
17402726,1,-122.41268573086273,1,$128.00,90,175,0,,,,,,,,1,
17405370,1,-122.42333703592769,4,$200.00,28,96,68,100,10,10,10,10,10,10,1,4.47
17406770,1,-122.41432115187254,6,$250.00,1125,364,11,88,9,10,9,9,10,9,1,0.6
17408466,1,-122.39600395355319,2,$116.00,365,142,2,100,10,10,10,10,10,10,1,0.16
17408793,1,-122.48665116630119,4,$139.00,24,62,132,98,10,10,10,10,9,10,1,7.42
17417018,7,-122.4108356776489,2,$135.00,28,111,52,97,10,10,10,10,10,10,7,2.82
17419327,10,-122.41169855513554,1,$150.00,1125,100,8,88,10,9,10,10,10,10,10,0.46
17419803,10,-122.41231878536719,1,$123.00,1125,105,3,93,10,9,10,10,10,10,10,0.19
17420087,10,-122.41169168421803,1,$123.00,1125,56,26,98,10,10,10,10,10,10,10,1.6
17421876,1,-122.43753385854146,2,$100.00,30,47,70,97,10,10,10,10,9,10,1,3.76
17424816,1,-122.43806737387833,2,$150.00,30,8,80,99,10,10,10,10,10,10,1,4.4
17430696,1,-122.45204515176565,2,$125.00,28,228,87,100,10,10,10,10,10,10,1,6.08
17433075,24,-122.45052990542345,2,$90.00,23,209,67,94,10,9,10,10,10,9,23,3.95
17433218,1,-122.4677034880745,8,$350.00,32,0,6,100,10,9,10,10,10,10,1,0.41
17434603,2,-122.40678394403267,2,$350.00,7,8,2,100,8,10,10,10,10,10,2,0.14
17434665,1,-122.4583845152593,2,$125.00,1125,279,54,99,10,10,10,10,10,10,1,3.09
17438341,1,-122.3977961616197,3,$170.00,1125,171,5,93,10,10,10,9,10,9,1,0.3
17438541,3,-122.486096310565,6,$209.00,1124,46,90,95,10,10,10,10,9,9,3,5.52
17444005,1,-122.5080864871405,2,$165.00,180,134,46,99,10,10,10,10,10,10,1,2.61
17444930,3,-122.42047489216418,4,$175.00,5,0,11,100,10,10,10,10,10,10,3,0.6
17444964,1,-122.44174052455517,4,$300.00,29,17,45,100,10,10,10,10,10,10,1,3.5
17445405,5,-122.37042748617776,2,$79.00,90,352,106,92,9,9,10,10,9,9,4,5.7
17461924,1,-122.43208447788571,4,$300.00,25,138,83,100,10,10,10,10,10,10,1,4.56
17474556,2,-122.43148821771665,5,$250.00,1125,340,6,100,10,10,10,10,10,10,2,0.38
17478285,5,-122.37169961986625,1,$52.00,30,343,92,96,10,10,10,10,9,10,4,4.97
17479999,1,-122.44106493868556,1,$100.00,1125,174,4,100,10,10,10,10,10,10,1,0.31
17482888,1,-122.4014208591931,2,$500.00,4,31,8,100,10,10,10,10,10,10,1,0.44
17483293,14,-122.47068780342043,3,$94.00,1125,351,4,95,10,9,10,10,10,10,10,0.24
17497608,2,-122.41418129668597,2,$220.00,14,136,36,99,10,10,10,10,10,9,1,2.03
17499253,3,-122.47338233774337,2,$92.00,1125,143,27,94,10,9,9,10,10,9,3,1.83
17501002,1,-122.41696147027078,4,$145.00,5,37,80,98,10,10,10,10,9,9,1,4.83
17508667,8,-122.38970765098361,2,$65.00,180,151,3,87,9,8,10,9,8,9,8,0.23
17511326,1,-122.4493612526375,3,$230.00,90,126,16,91,9,9,10,9,10,9,1,0.93
17513592,2,-122.43992087370331,2,$300.00,1125,78,3,100,9,10,9,10,10,10,2,0.27
17514911,4,-122.43818367557816,2,$75.00,1125,308,85,90,10,10,10,10,9,9,4,4.78
17516202,7,-122.41556141096603,1,$70.00,1125,312,46,92,9,9,10,10,9,9,7,2.49
17518933,7,-122.41460076492959,2,$95.00,1125,279,30,91,9,9,10,9,10,9,7,1.9
17530579,1,-122.44133360999689,5,$250.00,1125,0,3,100,9,10,9,9,9,9,1,0.17
17534666,1,-122.39234853821547,2,$36.00,30,62,66,98,10,10,10,10,9,10,1,3.68
17534690,1,-122.47819385380184,4,$165.00,30,38,61,93,10,9,10,10,9,9,1,3.38
17543317,1,-122.41879233923288,2,$200.00,45,88,7,100,10,10,10,10,10,10,1,0.39
17543814,4,-122.47767919155139,1,$32.00,1125,73,103,96,10,10,10,10,9,10,4,5.74
17551632,2,-122.4202169071729,2,$60.00,10,3,72,98,10,10,10,10,10,10,2,3.94
17556287,12,-122.41289732353978,5,$300.00,30,14,16,96,10,10,10,10,10,9,2,0.96
17573940,1,-122.39079769586111,3,$134.00,200,229,3,100,10,10,10,10,10,10,1,0.21
17574138,2,-122.47039206301878,6,$150.00,8,0,1,100,10,10,10,10,10,10,1,0.07
17576074,5,-122.37180501663764,2,$102.00,1125,164,60,95,10,10,10,10,9,10,4,3.87
17585947,1,-122.50031356789661,5,$200.00,7,24,58,99,10,10,10,10,10,10,1,3.33
17587530,1,-122.43895241360664,2,$154.00,1125,328,18,100,10,10,10,10,10,10,1,1.04
17588923,4,-122.42505707071774,1,$115.00,14,54,60,99,10,10,10,10,10,10,4,3.47
17590102,4,-122.42515839691657,1,$125.00,14,62,55,98,10,10,10,10,10,10,4,3.1
17591620,2,-122.46245842482418,2,$90.00,31,159,5,80,8,9,9,9,8,7,2,0.33
17592480,3,-122.38799571695442,2,$103.00,21,60,84,99,10,10,10,10,10,10,3,4.7
17593967,1,-122.42577019384481,2,$200.00,1125,149,2,100,10,10,10,10,10,10,1,0.13
17603219,1,-122.44372192379487,7,$350.00,14,0,7,100,10,9,10,10,10,10,1,0.49
17606766,1,-122.50341089668765,8,$199.00,1125,285,83,86,9,8,10,10,9,9,1,4.93
17610163,1,-122.41601188893429,1,$100.00,1125,365,0,,,,,,,,1,
17620359,1,-122.41655347816028,3,$28.00,1125,77,0,,,,,,,,1,
17622741,3,-122.42557540332966,2,$125.00,1125,365,3,100,10,10,10,10,10,10,2,0.19
17622881,1,-122.42893346083825,2,$49.00,1125,100,55,95,10,10,10,10,9,10,1,3.19
17624633,1,-122.41874923543827,2,$125.00,90,179,5,87,9,9,10,10,7,9,1,0.28
17624771,1,-122.44015675087887,6,$299.00,283,111,70,98,10,10,10,10,10,10,1,4.02
17626598,1,-122.40905833596074,6,$375.00,1094,0,10,98,10,10,10,10,10,9,1,0.7
17626794,19,-122.42106847356953,2,$76.00,1125,258,2,,,,,,,,19,0.3
17626853,19,-122.42128266628417,2,$76.00,1125,261,0,,,,,,,,19,
17626927,19,-122.41923425432398,2,$76.00,1125,300,1,100,10,10,10,10,8,8,19,0.11
17636878,886,-122.3998650924994,3,$199.00,1125,363,0,,,,,,,,30,
17642091,1,-122.41847786827698,3,$118.00,100000,31,56,99,10,10,10,10,10,10,1,3.81
17651619,5,-122.41536479751674,1,$60.00,1125,100,30,97,10,9,10,10,10,10,3,1.67
17651864,2,-122.41505591036302,2,$150.00,1125,0,3,100,10,10,10,10,9,10,1,0.21
17652643,2,-122.41681683114189,1,$89.00,29,208,32,96,10,10,10,10,10,10,2,1.98
17654489,2,-122.4476765703336,6,$750.00,182,97,0,,,,,,,,1,
17669758,4,-122.42514569019443,1,$69.00,14,64,61,98,10,10,10,10,10,10,4,3.44
17670075,4,-122.42553055539942,1,$62.00,14,57,64,97,10,10,10,10,10,9,4,3.58
17670655,1,-122.43198890998671,4,$200.00,21,0,18,98,10,10,10,10,10,9,1,1.15
17687799,1,-122.4281461069509,2,$150.00,1125,118,90,96,10,10,10,10,10,9,1,5.56
17695233,3,-122.4193609528873,4,$335.00,3,23,4,100,10,10,10,10,10,10,3,0.26
17696905,24,-122.45074522474503,2,$90.00,23,240,81,95,10,9,10,10,10,9,23,4.68
17714209,62,-122.42427178397759,3,$170.00,1125,88,2,100,10,10,10,10,10,9,59,0.14
17715373,2,-122.42363082820319,2,$60.00,32,115,1,40,8,6,10,2,6,10,1,0.06
17716381,89,-122.46908645229576,2,$110.00,1125,335,0,,,,,,,,1,
17717979,7,-122.4150520512108,1,$95.00,1125,304,30,89,9,9,10,10,9,9,7,1.98
17718199,8,-122.4742679059664,4,$77.00,29,322,97,97,10,10,10,10,10,9,3,5.74
17721104,1,-122.47303057452685,8,$345.00,1124,68,85,97,10,10,10,10,10,10,1,4.87
17721392,2,-122.42133197701133,4,$250.00,1125,0,5,92,10,10,10,10,9,8,2,0.38
17722015,1,-122.44422857763882,2,$80.00,90,0,14,97,10,10,10,10,10,10,1,0.78
17723975,1,-122.4521601176569,2,$100.00,6,12,2,100,10,10,10,10,10,10,1,0.11
17731097,24,-122.44932021796647,1,$50.00,22,236,35,95,10,9,10,9,10,9,23,1.94
17731924,355,-122.39226195987511,2,$304.00,1125,365,2,90,9,10,10,9,10,9,156,0.14
17734527,1,-122.47281617488969,2,$121.00,40,289,3,93,9,9,10,10,10,10,1,0.18
17751058,1,-122.43138500874939,2,$163.00,30,108,65,98,10,10,10,10,10,9,1,5.4
17753503,1,-122.4106918859717,2,$65.00,14,43,153,99,10,10,10,10,10,10,1,8.76
17763907,62,-122.40770796284119,3,$155.00,1125,89,0,,,,,,,,59,
17764085,1,-122.4148368694001,6,$190.00,30,0,3,93,10,9,10,10,10,10,1,0.2
17764344,62,-122.40813274609098,3,$155.00,1125,88,1,,,,,,,,59,0.06
17767353,24,-122.44923314973,2,$90.00,25,244,44,95,10,9,10,10,10,9,23,2.55
17767863,24,-122.44933903471838,2,$90.00,22,221,57,93,10,9,10,9,10,9,23,3.21
17775235,1,-122.41423281855356,2,$105.00,14,74,29,96,10,10,10,10,10,9,1,1.94
17775284,20,-122.42555257869492,1,$62.00,180,335,3,93,9,9,10,9,10,9,20,0.24
17775340,1,-122.44353381848286,3,$155.00,180,155,0,,,,,,,,1,
17776449,2,-122.43165843947222,3,$130.00,1125,0,36,97,10,9,10,10,10,9,2,2.02
17777195,9,-122.47353721952022,2,$82.00,30,56,27,85,9,8,9,9,10,8,2,2.56
17778664,1,-122.46935593030362,4,$260.00,30,162,32,97,10,10,10,10,10,9,1,1.79
17794305,1,-122.40583760073541,3,$195.00,10,95,10,100,10,10,10,10,10,10,1,0.61
17795712,2,-122.40942823733772,4,$250.00,29,306,54,90,9,9,10,10,9,8,2,3.74
17806044,2,-122.47988111730058,7,$295.00,1125,365,18,88,9,9,10,10,10,9,2,1.15
17807120,1,-122.44071167514879,4,$84.00,1125,19,19,99,10,10,10,10,9,10,1,1.15
17807479,73,-122.4164734758884,4,$40.00,1125,364,2,60,5,5,10,5,10,5,26,0.16
17807709,2,-122.4266376769979,8,$800.00,180,124,0,,,,,,,,2,
17809833,1,-122.42480340758826,2,$110.00,29,11,50,99,10,10,10,10,10,10,1,2.9
17810208,1,-122.39439090732736,2,$400.00,1125,0,44,92,10,9,9,9,10,10,1,2.48
17811571,1,-122.41698419227973,2,$85.00,21,105,72,98,10,10,10,10,10,9,1,4.81
17812931,2,-122.44615004025387,2,$80.00,14,126,134,99,10,10,10,10,9,10,2,7.94
17813890,1,-122.46250570868335,7,$400.00,1125,0,16,100,10,10,10,10,10,9,1,1.06
17826075,19,-122.40906363597695,2,$75.00,21,0,47,92,10,10,10,9,10,9,19,2.71
17826181,19,-122.40903298344877,2,$75.00,21,0,50,92,9,9,10,9,10,9,19,2.86
17826404,1,-122.43755286950677,2,$96.00,1125,211,8,100,10,10,10,10,10,9,1,0.6
17833058,1,-122.40767654385667,2,$150.00,60,157,59,94,10,10,10,10,10,9,1,3.55
17841504,62,-122.42777261577292,6,$203.00,1125,88,1,100,10,10,10,10,10,10,59,0.06
17847179,62,-122.42846955626051,4,$168.00,1125,39,0,,,,,,,,59,
17849606,1,-122.40868294184953,4,$120.00,35,127,42,94,9,9,10,10,9,9,1,2.38
17863225,355,-122.41638205733406,2,$116.00,1125,341,3,93,10,9,10,10,10,9,156,0.67
17865626,1,-122.4266081818998,3,$250.00,12,234,20,100,10,10,10,10,10,10,1,1.37
17879769,1,-122.39838940146743,6,$300.00,30,0,4,100,10,9,10,9,10,10,1,0.25
17892026,2,-122.40717609807021,4,$449.00,29,260,23,97,10,10,10,10,10,9,2,1.45
17893425,1,-122.44357626306841,2,$110.00,1125,1,21,99,10,10,10,10,10,10,1,1.22
17924829,1,-122.39987293549771,2,$85.00,200,365,0,,,,,,,,1,
17925808,1,-122.42519904792054,2,$80.00,30,340,67,99,10,9,10,10,10,10,1,3.84
17931634,1,-122.41853422693094,2,$100.00,1125,183,22,99,10,10,10,10,10,10,1,1.33
17942158,468,-122.39852328342864,2,$246.00,1125,0,0,,,,,,,,14,
17952943,468,-122.40967768451463,2,$233.00,1125,0,0,,,,,,,,14,
17958677,2,-122.44304346553139,2,$85.00,110,132,9,100,10,10,10,10,10,10,2,0.55
17965243,1,-122.50258853201805,4,$260.00,31,50,110,99,10,10,10,10,9,10,1,6.46
17973795,3,-122.42573852541057,2,$155.00,1125,4,23,99,10,10,10,10,10,10,3,1.32
17977925,4,-122.44906626337958,6,$375.00,30,91,45,99,10,10,10,10,10,10,4,2.63
17979286,1,-122.46017943691238,4,$164.00,30,309,62,99,10,10,10,10,10,10,1,3.59
17979299,20,-122.42426733941514,1,$55.00,180,345,2,100,10,10,10,10,10,10,20,0.16
17979358,20,-122.42394718753692,2,$59.00,180,130,2,100,9,9,10,10,10,9,20,0.15
17982304,1,-122.43823551072651,4,$172.00,28,98,152,98,10,10,10,10,10,10,1,8.92
17991554,6,-122.4785646947375,2,$80.00,28,141,100,97,10,10,10,10,10,10,2,5.87
18005988,1,-122.42516266531844,2,$200.00,10,0,145,96,10,10,10,10,10,9,1,8.93
18012201,2,-122.47836723628718,4,$98.00,1125,244,47,91,9,10,10,10,10,9,2,2.74
18012893,2,-122.4781345603063,2,$98.00,1125,270,47,92,10,9,10,10,9,9,2,2.83
18020970,3,-122.44151203625677,5,$249.00,1124,3,27,97,10,10,10,10,10,9,3,1.84
18021096,1,-122.50936744161785,1,$120.00,300,235,2,80,10,10,10,10,10,8,1,0.13
18022892,2,-122.50590289680045,2,$169.00,1125,335,14,100,10,10,10,10,10,10,2,0.87
18024826,2,-122.42969355805037,1,$90.00,1125,6,70,91,9,9,10,10,10,9,2,4.09
18026441,14,-122.43759333194389,2,$55.00,1125,335,0,,,,,,,,14,
18026458,14,-122.48746660272784,2,$47.00,1125,173,3,93,10,7,10,10,8,9,14,0.22
18037180,1,-122.45278075565284,6,$650.00,1124,48,40,99,10,10,10,10,10,10,1,2.93
18041391,355,-122.38991942359614,6,$227.00,1125,365,1,100,10,10,10,10,10,10,156,0.06
18063530,47,-122.41526063470208,2,$118.00,1125,272,0,,,,,,,,42,
18063783,2,-122.44286335772507,9,$299.00,1124,148,35,92,9,9,10,10,10,9,1,2.04
18069283,1,-122.38869912858323,1,$59.00,1125,364,2,100,10,9,10,10,9,10,1,0.26
18073479,1,-122.43509559498598,2,$200.00,28,0,23,100,10,10,10,10,10,10,1,1.59
18076361,4,-122.39735036481315,6,$37.00,1125,180,4,90,8,10,9,10,10,10,4,0.23
18077642,2,-122.43203859195987,6,$890.00,365,18,5,100,10,10,10,10,10,10,2,0.32
18079104,2,-122.41517566103481,2,$133.00,120,96,4,100,10,10,9,10,9,9,2,0.27
18088837,1,-122.44300699834156,6,$300.00,1125,0,2,90,10,9,8,9,10,10,1,0.15
18098416,20,-122.42382058652025,1,$56.00,180,337,0,,,,,,,,20,
18107460,20,-122.4235208407127,1,$56.00,180,248,2,100,10,9,10,10,10,10,20,0.13
18107901,4,-122.41632996077928,2,$119.00,20,1,86,99,10,10,10,10,10,10,4,5
18108225,20,-122.42389199988222,1,$56.00,180,130,3,100,10,10,10,10,9,9,20,0.19
18110019,62,-122.41866562772772,5,$223.00,1125,88,0,,,,,,,,59,
18120600,1,-122.41056991195174,4,$189.00,90,11,6,100,10,10,10,10,10,9,1,0.45
18122830,1,-122.41065835849543,6,$235.00,1125,0,5,96,10,10,10,10,10,10,1,0.33
18123274,2,-122.43882612754784,4,$105.00,1125,351,6,93,10,10,10,10,10,9,2,0.42
18125930,20,-122.42340384755684,2,$56.00,180,357,2,100,10,8,9,10,9,8,20,0.36
18125983,20,-122.42554395668562,2,$50.00,180,365,0,,,,,,,,20,
18126981,3,-122.46775647367727,2,$69.00,90,279,81,95,10,9,10,10,10,9,3,4.91
18139592,1,-122.46270563356622,7,$225.00,1125,0,1,100,10,10,10,10,10,10,1,0.07
18140914,3,-122.43739632809557,3,$130.00,29,74,42,98,10,10,10,10,10,10,1,3.18
18151860,1,-122.40592104671957,1,$28.00,1125,0,0,,,,,,,,1,
18152314,20,-122.42419315789611,2,$62.00,180,246,2,100,10,10,10,10,10,10,20,0.13
18156135,1,-122.50282256099285,2,$140.00,14,47,16,99,10,10,10,10,10,10,1,1.14
18157539,1,-122.4595422986099,5,$190.00,7,0,34,96,10,9,10,10,10,9,1,2.04
18159250,62,-122.40900474321393,3,$150.00,1125,37,0,,,,,,,,59,
18172377,20,-122.42362740891139,1,$56.00,180,365,2,80,10,6,8,8,10,7,20,0.15
18173968,20,-122.42371269938299,1,$56.00,180,274,2,100,9,9,10,10,9,9,20,0.37
18184143,1,-122.43371163582172,4,$149.00,21,3,19,99,10,10,10,10,10,10,1,1.18
18190288,20,-122.4236962874792,2,$63.00,180,281,0,,,,,,,,20,
18191843,20,-122.42547519861465,1,$57.00,180,344,4,95,10,10,9,10,10,10,20,0.28
18195108,12,-122.44694252464605,6,$110.00,1125,157,0,,,,,,,,12,
18196760,2,-122.40901553275353,4,$120.00,390,334,27,95,10,9,10,10,10,10,2,1.78
18199221,1,-122.47740676920803,6,$525.00,1125,68,3,93,10,10,10,10,10,9,1,0.58
18204951,4,-122.4370719896386,2,$189.00,1125,311,24,99,10,10,10,10,10,10,3,1.7
18207663,2,-122.43417450671947,1,$75.00,1125,246,0,,,,,,,,2,
18209848,62,-122.42435822306649,2,$125.00,1125,66,3,100,10,10,10,10,10,10,59,0.27
18209966,2,-122.42462978783891,2,$79.00,11,3,39,95,10,10,10,10,10,9,2,2.5
18212346,1,-122.47852438832297,6,$425.00,28,0,3,93,10,10,9,10,10,10,1,0.2
18221524,1,-122.41341663796652,2,$150.00,40,0,9,98,10,10,10,10,10,10,1,0.54
18225736,4,-122.39430761416754,6,$37.00,1125,179,1,100,8,10,10,10,10,8,4,0.08
18226027,3,-122.48681739480882,2,$107.00,1125,67,7,90,10,8,10,10,10,10,3,0.48
18229319,1,-122.46235467629334,4,$149.00,14,29,31,99,10,10,10,10,10,10,1,5.22
18231981,1,-122.39080578133853,2,$200.00,360,339,4,95,10,9,10,10,10,9,1,0.28
18237064,4,-122.44947600859619,2,$75.00,1125,0,10,100,10,10,10,10,10,10,4,0.77
18238265,4,-122.41368027918705,6,$355.00,1125,260,21,96,10,10,10,10,9,9,2,1.24
18242785,1,-122.44126087703386,4,$299.00,29,72,48,87,9,9,10,9,9,9,1,3.48
18250909,1,-122.42317321244118,4,$140.00,20,85,65,97,10,10,10,10,10,10,1,3.92
18274764,7,-122.41383044390611,6,$172.00,1125,345,34,90,9,9,10,10,10,9,2,2.08
18286171,10,-122.49191413564867,2,$65.00,60,230,60,97,10,10,10,10,9,9,10,4.08
18291265,1,-122.4847460151309,2,$70.00,14,206,71,98,10,10,10,10,9,10,1,5.62
18308937,3,-122.41643799012967,2,$200.00,24,0,6,100,10,10,10,10,10,10,1,0.54
18311350,62,-122.42402502841476,3,$170.00,1125,35,1,100,10,10,10,10,10,10,59,0.07
18314694,4,-122.44751881164856,2,$150.00,15,1,14,100,10,10,10,10,10,10,4,1.28
18327843,2,-122.43812319559136,8,$800.00,30,55,17,99,10,10,10,10,10,10,2,1.3
18329172,1,-122.40955895589543,8,$300.00,30,123,64,93,10,10,10,10,9,9,1,4.31
18333674,10,-122.41130804118534,1,$140.00,1125,111,1,100,10,10,10,10,10,10,10,0.16
18343676,1,-122.40825365281427,2,$70.00,1125,267,1,80,10,10,10,10,10,8,1,1
18345958,1,-122.41193971298007,8,$600.00,60,0,7,100,10,10,10,10,10,10,1,0.44
18346141,1,-122.41373754856356,5,$139.00,1125,0,4,95,10,10,10,10,9,10,1,0.24
18348152,73,-122.41650649761179,4,$35.00,1125,334,2,80,9,7,6,10,10,7,26,0.13
18348703,3,-122.4345527413866,2,$130.00,30,0,22,86,9,9,9,10,10,8,3,1.44
18349074,24,-122.44931622685017,4,$90.00,23,222,50,91,10,9,9,9,10,9,23,3.16
18350373,4,-122.41638713076527,6,$150.00,1125,142,11,100,10,10,10,10,10,10,3,0.84
18350662,4,-122.41649641817163,4,$140.00,1125,132,12,95,10,10,10,10,10,9,3,0.76
18357403,3,-122.43394315704735,8,$450.00,30,0,17,95,10,9,10,10,10,10,3,1.09
18358523,1,-122.45580495197208,4,$167.00,1125,0,6,100,10,10,10,10,10,10,1,0.44
18374124,2,-122.44227451713972,5,$250.00,29,49,16,95,9,9,10,10,9,9,2,1.27
18375219,1,-122.44325579361389,5,$180.00,14,109,30,96,10,10,10,10,10,9,1,2.04
18391290,73,-122.41798918871227,1,$40.00,1125,365,0,,,,,,,,26,
18391536,1,-122.45466594130853,3,$135.00,1125,119,112,99,10,10,10,10,10,10,1,7.29
18395555,32,-122.39070406690475,2,$196.00,1125,365,0,,,,,,,,32,
18396762,1,-122.49543499191412,4,$180.00,1125,70,40,98,10,10,10,10,10,10,1,2.56
18397875,1,-122.49458924448444,3,$150.00,1125,0,47,99,10,10,10,10,9,10,1,3.16
18409527,2,-122.41482687340185,4,$140.00,1125,64,4,100,10,10,9,10,10,10,2,0.36
18411098,2,-122.41381676795687,6,$200.00,180,179,5,100,10,10,10,10,9,9,2,0.44
18411773,12,-122.41425554353077,2,$160.00,1125,89,0,,,,,,,,12,
18413118,1,-122.45469990289104,4,$300.00,30,179,3,100,10,10,10,10,10,10,1,0.24
18413609,2,-122.44277626568314,8,$850.00,1125,171,10,100,10,10,10,10,10,9,2,0.62
18415936,1,-122.42008062512568,5,$200.00,90,28,104,94,10,10,10,10,9,9,1,6.35
18427402,8,-122.42729147433617,1,$99.00,1125,90,0,,,,,,,,8,
18431209,355,-122.39709861514318,4,$170.00,1125,40,1,80,8,8,10,2,10,6,156,1
18431597,1,-122.44403963341287,4,$450.00,30,20,16,98,10,10,10,10,10,10,1,2.15
18444225,1,-122.3886544064127,4,$103.00,1125,364,31,79,9,8,9,9,7,8,1,1.89
18449966,2,-122.46199799346986,2,$150.00,90,311,21,95,10,10,10,10,10,10,2,1.29
18450146,1,-122.47436556488186,2,$175.00,45,123,52,100,10,10,10,10,10,10,1,3.16
18451025,22,-122.40694856889775,4,$332.00,1125,263,0,,,,,,,,21,
18458541,20,-122.42377373878004,1,$56.00,180,316,1,100,8,6,10,6,8,6,20,0.3
18459919,82,-122.4065224978653,2,$315.00,1125,359,2,100,10,10,10,10,10,10,10,0.2
18463185,4,-122.39054966939766,6,$37.00,1125,365,1,100,10,10,10,10,10,10,4,1
18463479,4,-122.45106433914978,1,$100.00,365,154,14,86,9,9,10,10,9,9,4,0.88
18464444,1,-122.42843362997763,4,$250.00,1125,36,27,100,10,10,10,10,10,10,1,2.02
18464604,1,-122.4144169659,2,$130.00,6,0,12,98,10,10,10,10,10,10,1,0.95
18470412,82,-122.40608556480306,2,$315.00,1125,361,0,,,,,,,,10,
18471072,82,-122.40616991218621,2,$315.00,1125,357,0,,,,,,,,10,
18471840,82,-122.40647100254093,2,$315.00,1125,361,0,,,,,,,,10,
18472576,82,-122.4059711350027,2,$315.00,1125,358,1,100,10,10,10,10,10,10,10,0.1
18473036,82,-122.40645298028261,2,$315.00,1125,356,0,,,,,,,,10,
18473152,2,-122.46187881463125,3,$171.00,30,282,1,,10,10,10,10,10,10,2,0.15
18474596,82,-122.40647232465483,2,$315.00,1125,356,0,,,,,,,,10,
18475014,82,-122.40643362131192,2,$315.00,1125,359,2,100,10,10,10,10,10,10,10,0.2
18475146,1,-122.46877257163008,1,$60.00,365,0,0,,,,,,,,1,
18488036,1,-122.44081156230207,3,$315.00,1125,91,15,99,10,10,10,10,10,10,1,0.95
18488066,1,-122.41335824948607,5,$190.00,180,249,1,100,10,10,10,10,10,10,1,1
18488346,2,-122.41561018576786,2,$125.00,90,47,53,98,10,10,10,10,9,10,2,3.26
18489177,2,-122.41435784550087,6,$145.00,30,275,20,98,10,10,10,10,9,10,2,1.31
18492236,3,-122.44540427373016,6,$192.00,120,351,1,100,10,10,10,10,10,10,3,0.08
18492603,3,-122.44545637022047,4,$147.00,120,351,3,80,10,6,9,10,9,10,3,0.19
18492721,1,-122.40249285426802,2,$169.00,30,0,19,92,9,10,9,9,9,9,1,1.18
18492773,3,-122.44470477341169,2,$62.00,120,267,2,80,10,10,10,10,6,8,3,0.13
18497709,2,-122.39746281298791,4,$241.00,1125,343,0,,,,,,,,2,
18502972,1,-122.4350091647755,5,$497.00,90,81,20,98,9,10,10,9,10,9,1,1.22
18504951,1,-122.42555491666312,10,$750.00,27,11,2,100,10,9,10,9,10,7,1,2
18507365,1,-122.42032782117323,4,$185.00,28,45,62,97,10,10,10,10,10,9,1,6.06
18507951,1,-122.43067264079261,2,$75.00,30,70,47,100,10,10,10,10,9,10,1,3.02
18522122,21,-122.4863216640773,1,$31.00,1125,0,4,90,9,8,10,9,10,9,2,0.28
