id,host_total_listings_count,longitude,accommodates,price,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
958,1,-122.43385634488999,3,$170.00,30,119,156,97,10,10,10,10,10,10,1,1.4
5858,2,-122.42101788836888,5,$235.00,60,365,112,98,10,10,10,10,10,9,1,0.98
7918,10,-122.45250461761628,2,$65.00,60,365,17,85,8,8,9,9,9,8,9,0.15
8142,10,-122.45182799146508,2,$65.00,90,361,7,91,9,9,9,9,9,9,9,0.14
8339,2,-122.43637374831292,5,$675.00,1125,82,27,97,10,10,10,10,10,9,2,0.25
8567,1,-122.44555431261594,6,$255.00,365,17,31,90,9,8,10,10,9,9,1,0.28
8739,2,-122.42236687240562,3,$139.00,29,130,605,98,10,10,10,10,10,9,2,5.46
9225,1,-122.40543055237004,2,$135.00,365,318,419,93,9,9,10,10,9,9,1,3.88
10251,1,-122.4132720164374,6,$265.00,30,295,296,96,10,10,10,9,9,9,1,2.7
10578,1,-122.41543567951581,2,$120.00,180,342,18,99,10,10,10,10,10,10,1,0.22
10819,47,-122.42504538133501,4,$218.00,1125,251,22,88,9,9,9,8,9,8,42,0.33
10820,47,-122.43859113023433,3,$177.00,1125,282,35,88,9,9,10,9,9,9,42,0.32
10824,47,-122.42436191545026,5,$194.00,1125,258,14,91,10,10,10,9,10,9,42,0.18
10832,47,-122.40797710199777,2,$139.00,365,338,18,91,10,9,10,10,10,9,42,0.27
12041,10,-122.44594218370484,2,$85.00,60,338,5,75,8,8,9,10,9,7,9,0.06
12042,10,-122.44778223886064,2,$85.00,90,365,5,64,6,6,10,9,9,8,9,0.08
12522,1,-122.43032405939661,1,$79.00,27,14,370,98,10,10,10,10,10,10,1,3.51
12584,2,-122.45454953525292,5,$146.00,800,315,14,93,8,9,9,9,9,9,2,0.19
14125,1,-122.42245501922534,3,$215.00,10,306,94,98,10,10,10,10,10,9,1,0.89
16551,1,-122.4145618452359,2,$65.00,270,191,7,95,10,8,9,9,8,10,1,0.08
17132,2,-122.39071696982846,4,$450.00,1124,341,14,96,10,10,10,10,10,9,1,0.15
18231,1,-122.42982374746443,3,$107.00,365,51,59,96,10,10,10,10,10,9,1,0.59
18904,3,-122.43215647138362,2,$110.00,29,49,334,97,10,10,10,10,10,10,2,4.06
19040,1,-122.41517400287555,2,$198.00,28,0,225,96,10,10,10,10,9,9,1,2.17
21334,1,-122.41533449205012,2,$150.00,14,47,112,98,10,9,10,10,10,10,1,1.1
21914,10,-122.45251322942761,2,$65.00,90,365,14,78,8,8,10,10,10,7,9,0.16
23540,1,-122.41983820914385,5,$225.00,30,5,98,97,10,10,10,10,10,9,1,0.95
23611,3,-122.41206808320703,2,$95.00,29,334,225,98,10,10,10,10,10,10,2,2.2
23630,1,-122.4414323272976,2,$155.00,14,271,329,97,10,10,10,10,10,10,1,3.28
23680,1,-122.4277324794233,2,$199.00,29,0,22,99,10,10,10,10,10,10,1,0.21
24450,1,-122.43672598325251,3,$199.00,28,97,200,91,9,9,10,10,10,9,1,1.96
24463,2,-122.39910232220872,2,$155.00,29,138,254,97,10,10,10,10,10,9,2,2.52
24685,1,-122.4383620129092,1,$79.00,1125,304,168,95,10,9,10,10,10,9,1,1.7
24723,3,-122.43386112927003,4,$195.00,31,137,255,95,10,10,10,10,10,10,2,2.49
25094,1,-122.43121541816402,2,$150.00,28,319,22,100,10,10,10,10,10,10,1,0.81
25463,3,-122.43421149153566,2,$110.00,29,42,375,98,10,10,10,10,10,10,2,3.91
25662,1,-122.39540903672585,3,$125.00,180,301,285,95,10,10,10,10,10,9,1,2.87
25927,3,-122.43030637005006,2,$110.00,364,344,61,91,9,9,10,9,10,9,3,0.79
26488,1,-122.39329438572472,2,$1000.00,1825,365,48,97,10,10,10,10,10,10,1,0.48
27025,1,-122.43136441227804,2,$175.00,1125,159,129,100,10,10,10,10,10,10,1,1.27
27028,2,-122.4215807919612,4,$199.00,29,3,24,96,10,10,10,10,10,9,2,0.59
32027,4,-122.43729222964022,5,$325.00,30,359,2,90,9,10,10,10,10,9,4,0.04
32414,1,-122.41259087293635,2,$150.00,30,236,93,96,10,10,10,10,9,9,1,0.94
32802,1,-122.4046102140624,2,$195.00,30,0,29,99,10,10,10,10,10,10,1,0.29
33577,4,-122.39750094268479,2,$230.00,14,318,589,99,10,10,10,10,10,10,4,6.49
33578,4,-122.39730470636793,2,$230.00,14,324,543,99,10,10,10,10,10,10,4,5.6
38607,3,-122.45809229686044,2,$119.00,21,37,184,96,10,10,10,10,10,10,3,1.86
39174,33,-122.4248849594586,2,$107.00,1125,365,20,96,9,10,10,10,10,9,23,0.23
39418,2,-122.42054856183594,2,$100.00,730,311,21,98,10,10,10,10,10,9,2,0.24
40092,6,-122.41969302856535,2,$131.00,365,217,95,92,9,9,10,10,9,9,2,0.98
41055,3,-122.43335472254522,3,$159.00,21,252,38,94,10,9,10,10,10,10,2,0.39
41172,1,-122.4176300810205,2,$129.00,30,320,206,98,10,10,10,10,10,10,1,2.11
41399,1,-122.41866188454807,4,$290.00,1125,237,69,96,10,10,10,10,9,9,1,0.97
41423,1,-122.43301594389571,3,$126.00,90,342,145,89,9,9,9,9,9,9,1,1.48
41609,1,-122.4129160022777,3,$170.00,730,228,13,98,10,10,10,10,10,10,1,0.14
42403,33,-122.41851323779981,2,$85.00,1125,282,6,93,10,10,10,10,10,10,23,0.07
42408,33,-122.41781290096887,2,$85.00,365,343,4,87,9,8,10,10,8,7,23,0.05
42454,1,-122.41325858403587,2,$93.00,90,125,9,89,9,8,10,10,10,9,1,0.11
42577,33,-122.38813183068281,4,$150.00,1125,357,2,80,5,8,10,8,7,8,23,0.04
43732,33,-122.44385363370671,2,$120.00,1125,365,5,88,9,9,10,10,8,8,23,0.07
43778,33,-122.44083686596025,3,$120.00,1125,365,8,56,8,7,8,7,7,7,23,0.08
44680,2,-122.4216450325051,4,$175.00,60,70,3,100,,,,,,,1,0.03
45299,3,-122.4333062776897,2,$116.00,30,17,110,94,9,9,10,10,10,9,2,1.12
45956,3,-122.43016127970861,2,$125.00,180,213,64,95,10,10,9,9,10,9,3,0.89
47486,1,-122.46861057405349,2,$78.00,365,261,28,97,10,10,10,10,9,10,1,0.29
47682,9,-122.42431221967043,2,$120.00,365,338,25,96,10,9,10,10,10,10,9,0.26
51073,2,-122.42199475971246,2,$180.00,13,0,144,99,10,10,10,10,10,10,2,1.5
51557,1,-122.42833896267528,3,$119.00,180,311,103,98,10,10,10,10,10,10,1,1.06
51773,9,-122.42599835412354,1,$55.00,730,358,158,92,10,9,10,10,10,9,9,1.77
52713,1,-122.4127171205569,1,$99.00,120,0,166,89,9,9,9,9,9,9,1,1.72
54518,1,-122.40079409170286,2,$240.00,365,206,16,88,10,9,9,10,10,10,1,0.18
54634,9,-122.42649785318217,2,$115.00,730,337,35,92,9,9,10,10,10,9,9,0.36
55632,4,-122.48618748703613,4,$130.00,365,294,10,94,10,10,10,10,9,10,3,0.11
55636,4,-122.44478571052342,4,$130.00,365,287,26,95,10,10,10,10,9,9,3,0.27
56200,1,-122.43956576202952,3,$132.00,365,245,266,98,10,10,10,10,10,10,1,2.77
56621,9,-122.42458175015634,1,$63.00,365,330,119,92,9,8,10,10,10,9,9,1.25
57479,1,-122.43922880779158,5,$450.00,360,359,152,99,10,10,10,10,10,10,1,1.59
57561,1,-122.41443017005629,2,$175.00,90,363,212,92,10,9,10,9,9,9,1,2.22
57676,4,-122.41932566984038,1,$99.00,180,334,97,95,10,9,10,10,10,9,4,1.08
59314,1,-122.41046863491385,2,$225.00,360,323,126,97,10,10,10,10,9,9,1,1.35
59344,1,-122.42864380484687,2,$135.00,60,256,272,98,10,10,10,10,10,10,1,2.88
59381,4,-122.41595794952552,4,$109.00,30,45,203,96,10,10,10,10,10,9,4,2.28
59702,1,-122.41408795198384,2,$150.00,120,315,181,98,10,10,10,10,10,10,1,2.06
59831,1,-122.4917779247513,2,$100.00,60,365,1,20,,,,2,,,1,0.01
62519,2,-122.42993120028235,1,$92.00,28,0,35,97,10,10,10,10,10,10,2,0.8
62651,1,-122.42432107362413,6,$1100.00,1125,352,49,96,10,10,10,10,10,9,1,0.56
63247,4,-122.4139751902205,2,$166.00,29,326,272,92,9,9,10,9,9,9,1,2.89
63405,4,-122.41770632143597,2,$125.00,180,330,196,94,9,9,10,10,10,9,4,2.17
64165,1,-122.4287406849882,2,$90.00,150,258,63,99,10,10,10,10,10,10,1,0.73
66119,1,-122.47812392128415,2,$100.00,300,335,95,83,9,9,10,9,9,8,1,1.1
66188,33,-122.50906016719797,6,$216.00,1125,312,12,96,9,10,10,10,9,9,23,0.14
68239,7,-122.42386605698998,2,$326.00,7300,365,35,99,10,10,10,10,10,9,1,0.39
69410,1,-122.46318942318709,2,$80.00,365,342,49,98,10,10,10,10,10,9,1,0.55
69549,41,-122.42644319164599,2,$46.00,1125,259,39,91,9,9,10,9,9,9,14,0.43
69553,41,-122.42478400335014,2,$44.00,1125,337,26,82,8,8,8,9,8,8,14,0.29
69681,33,-122.50923187258286,4,$170.00,1125,365,7,93,9,8,9,9,9,8,23,0.08
69685,33,-122.40436546321072,2,$100.00,730,342,2,80,8,6,10,9,10,8,23,0.02
70139,3,-122.42424032456833,3,$108.00,180,250,10,98,10,10,10,10,10,10,1,0.13
70284,20,-122.40634723482725,1,$30.00,365,259,12,92,9,8,9,9,9,9,20,0.14
70753,20,-122.40450489784357,1,$45.00,21,22,318,92,9,9,10,10,10,9,20,3.43
71645,1,-122.40841196868365,2,$109.00,25,135,91,98,10,10,10,10,10,10,1,2.97
71779,1,-122.46465687469065,2,$80.00,365,344,2,60,9,8,10,10,8,8,1,0.02
72365,12,-122.43334092158027,8,$100.00,365,262,63,89,9,8,10,9,10,9,12,0.69
72444,20,-122.40443145073387,2,$38.00,21,19,318,93,9,9,10,10,9,9,20,3.5
72921,12,-122.43143095984581,6,$110.00,365,203,49,89,9,9,10,9,10,9,12,0.53
73011,1,-122.41854672356713,2,$270.00,40,361,30,99,10,10,10,10,8,9,1,0.4
74451,12,-122.43297568688288,4,$125.00,365,306,17,96,9,9,10,10,10,9,12,0.21
74758,41,-122.4253180558438,2,$41.00,1125,359,32,87,9,8,9,9,8,9,14,0.35
75422,41,-122.424726996644,2,$35.00,1825,334,9,100,9,9,10,10,9,9,14,0.11
75423,41,-122.42493583612392,2,$42.00,1825,365,32,93,9,8,9,10,8,9,14,0.36
77175,1,-122.43375157200887,2,$135.00,31,130,248,98,10,10,10,10,10,10,1,2.74
77932,41,-122.42456556245135,3,$49.00,1825,321,20,80,7,8,9,8,8,8,14,0.24
78651,4,-122.41927153123532,1,$75.00,180,346,65,96,10,9,10,10,9,9,4,0.74
80394,1,-122.4425207074733,2,$140.00,60,98,10,98,10,10,9,9,9,10,1,0.18
81158,1,-122.44617874146971,4,$83.00,330,191,11,93,10,10,10,10,10,9,1,0.12
81256,41,-122.42547026238549,3,$44.00,1825,365,19,78,8,7,8,9,8,8,14,0.22
81535,1,-122.4130967486481,1,$250.00,1125,263,14,97,10,10,10,10,8,9,1,0.21
82919,2,-122.42092134075445,2,$115.00,14,54,355,92,9,9,10,10,9,9,2,3.93
83257,1,-122.44358154469022,1,$90.00,365,330,77,97,10,9,10,10,9,9,1,0.87
83553,33,-122.50951808088368,2,$85.00,290,273,6,100,10,10,9,9,9,9,23,0.07
84777,2,-122.4444486787198,2,$85.00,30,92,198,94,10,9,10,10,9,9,2,2.21
85521,1,-122.40846740859477,6,$167.00,120,164,8,76,9,9,9,9,8,9,1,0.09
87640,1,-122.42898445047335,2,$115.00,21,78,308,98,10,10,10,10,10,10,1,3.42
91957,1,-122.4492861428232,6,$248.00,730,344,94,95,9,9,10,10,10,9,1,1.11
96383,9,-122.42475524420391,1,$59.00,365,261,129,94,10,9,10,10,10,9,9,1.45
99094,1,-122.42439033142362,4,$185.00,1125,0,11,98,10,10,9,10,10,10,1,0.12
100710,1,-122.42517753276407,5,$450.00,29,51,10,100,10,10,10,10,10,10,1,0.12
102213,1,-122.41430793244174,2,$165.00,99,235,107,97,10,10,10,10,10,10,1,1.19
102951,20,-122.4066363943875,1,$30.00,730,316,5,96,10,8,10,9,8,10,20,0.07
105497,3,-122.49852483616776,1,$85.00,730,364,3,100,10,10,10,10,9,10,3,0.26
106025,1,-122.41514600966632,2,$160.00,60,330,59,98,10,10,10,10,8,10,1,0.66
108535,33,-122.42615778812177,2,$120.00,270,365,14,100,10,10,10,10,10,10,23,0.16
109883,1,-122.46434558077837,4,$125.00,1125,298,300,94,10,9,10,10,10,9,1,3.41
110825,1,-122.38922416156312,4,$120.00,730,342,8,93,10,9,10,10,9,10,1,0.09
113211,7,-122.40658665179991,2,$30.00,730,246,13,96,9,8,10,10,10,9,7,0.18
114401,1,-122.43005445179885,1,$125.00,1125,311,456,97,10,9,10,10,10,10,1,5.14
115242,2,-122.40829886506623,4,$275.00,30,254,4,93,10,10,10,10,10,10,1,0.05
117955,1,-122.4114224310228,8,$500.00,29,255,81,96,10,10,10,10,9,9,1,1.13
122829,2,-122.42148271904918,2,$75.00,180,124,68,94,9,9,10,10,9,9,1,0.77
124011,1,-122.46947555681659,6,$680.00,270,0,8,97,10,9,10,9,9,9,1,0.16
126046,4,-122.44493597270328,5,$150.00,151,289,80,97,10,10,10,10,10,9,2,0.94
128230,1,-122.4356477818782,3,$328.00,15,190,132,99,10,10,10,10,10,10,1,1.5
130775,10,-122.45126197318658,2,$65.00,90,365,10,86,8,7,10,9,10,8,9,0.13
130805,1,-122.42091933940465,2,$110.00,90,328,61,99,10,10,10,10,10,10,1,0.69
132441,1,-122.42299429786105,2,$69.00,10,145,94,95,10,10,10,9,9,9,1,1.07
134015,1,-122.42588865524273,4,$275.00,14,0,67,97,10,9,10,10,10,9,1,0.77
137546,3,-122.42456382413224,2,$102.00,180,102,200,97,10,10,10,10,9,10,3,2.54
138592,4,-122.42474067635095,8,"$1,200.00",1125,22,22,98,10,10,10,10,10,9,3,0.26
138619,1,-122.40419704528624,3,$150.00,30,299,40,90,9,9,10,10,10,9,1,0.46
138681,1,-122.39686539739071,6,$500.00,732,286,2,100,10,10,10,10,10,9,1,0.02
138772,1,-122.43273310309284,2,$150.00,365,110,53,98,10,9,10,10,10,10,1,0.61
140568,3,-122.41623805097367,2,$90.00,7,20,139,97,10,10,10,10,9,10,3,1.6
142177,1,-122.48124967080864,4,$425.00,25,37,168,98,10,10,10,10,9,10,1,2
144043,3,-122.40725882207605,2,$98.00,14,7,120,92,9,9,10,10,9,9,3,1.36
144978,9,-122.42506231886728,1,$56.00,365,331,115,93,10,9,10,10,10,9,9,1.32
145886,7,-122.41658968757609,6,$395.00,1125,260,112,96,10,10,10,9,9,9,7,1.28
147443,3,-122.44532046704148,4,$230.00,90,358,106,92,10,9,10,10,9,9,2,1.21
148559,1,-122.4317221978979,6,$275.00,21,0,19,99,10,9,10,10,10,10,1,0.22
148769,3,-122.44927881197381,2,$115.00,30,343,87,82,8,8,9,9,9,8,2,1.7
150053,8,-122.39222388419763,6,$600.00,1125,365,12,100,10,10,10,10,10,9,5,0.14
150347,6,-122.41876038242056,4,$179.00,365,349,116,94,9,9,10,9,9,9,2,1.33
150848,1,-122.39391467062444,2,$75.00,5,85,194,99,10,10,10,10,10,10,1,2.27
162934,2,-122.50378426358351,2,$149.00,180,304,188,94,10,10,10,10,9,9,2,2.16
164207,5,-122.46578197080093,2,$69.00,26,131,311,97,10,9,10,10,10,10,3,3.57
166199,1,-122.43239202855298,4,$220.00,330,28,148,96,10,9,10,9,10,9,1,1.73
166771,1,-122.44678432093525,4,$185.00,180,191,150,97,10,10,10,10,10,10,1,1.75
174679,1,-122.40715577753848,4,$80.00,14,51,4,90,9,8,10,10,9,9,1,0.05
175090,33,-122.40474841078853,2,$110.00,1125,365,24,87,9,9,9,10,10,9,23,0.28
175102,33,-122.40402958480205,2,$135.00,1125,343,48,94,10,10,9,10,9,9,23,0.56
176092,0,-122.4093400525747,2,$117.00,25,15,262,98,10,10,10,10,9,10,1,3.02
176274,41,-122.4232500338415,2,$40.00,1825,312,8,84,9,8,9,10,8,8,14,0.09
178532,1,-122.45497960310253,4,$140.00,45,281,114,96,10,9,10,10,10,10,1,1.32
178740,3,-122.45420265281115,2,$178.00,30,78,123,98,10,10,10,10,10,10,3,1.42
180233,2,-122.4326266944107,1,$100.00,365,269,18,92,10,9,10,10,10,8,2,0.22
183334,3,-122.41121805875476,4,$225.00,29,0,6,100,10,10,10,10,10,10,2,0.07
183859,1,-122.43676966002099,4,$220.00,28,286,189,97,10,9,10,10,10,9,1,2.47
187730,4,-122.41939471332492,1,$75.00,120,325,88,96,10,9,10,10,10,9,4,1.02
189068,3,-122.41687108462861,2,$90.00,7,14,153,98,10,10,10,10,10,10,3,1.78
189894,1,-122.42977370463731,2,$150.00,60,14,28,97,10,10,10,10,10,10,1,0.39
191632,1,-122.44978613353845,2,$138.00,14,201,380,97,10,10,10,10,10,10,1,4.42
196090,1,-122.41081112126167,2,$85.00,1125,111,31,94,9,8,10,10,9,10,1,0.36
199480,2,-122.41187307695988,1,$90.00,21,245,176,98,10,10,10,10,10,10,2,2.05
201313,1,-122.40484501149777,2,$182.00,730,250,2,100,10,10,10,10,10,10,1,0.52
201579,1,-122.4332635143301,4,$136.00,360,335,212,97,10,10,10,10,10,10,1,2.48
205842,4,-122.39762672259354,2,$230.00,14,317,619,99,10,10,10,10,10,10,4,8.29
206566,20,-122.40497703714732,1,$30.00,730,316,8,100,10,9,10,10,10,10,20,0.13
206634,20,-122.40523328020731,1,$30.00,365,263,5,100,10,10,10,10,10,10,20,0.06
206637,20,-122.4063745666461,1,$30.00,365,316,3,80,8,8,10,9,10,8,20,0.05
207980,1,-122.43775665670209,8,$295.00,90,225,309,96,10,9,10,10,9,9,1,3.64
208727,8,-122.48971185845508,1,$89.00,90,250,27,96,10,9,10,10,9,9,2,0.36
208831,1,-122.41440194674655,2,$165.00,14,82,406,95,10,9,10,10,10,9,1,4.8
209514,5,-122.44962559309752,2,$92.00,5,320,348,93,10,9,10,10,10,9,5,4.09
212297,1,-122.42323618841762,2,$120.00,29,250,132,93,10,9,10,10,9,9,1,1.76
212783,5,-122.44941835017579,4,$98.00,5,318,323,90,9,9,10,9,9,9,5,3.8
213216,3,-122.43666237306536,6,$625.00,28,154,33,97,10,10,10,10,10,10,3,0.39
213532,5,-122.44811347552228,2,$78.00,5,307,357,89,9,9,10,9,9,9,5,4.2
216042,1,-122.41772673251323,2,$147.00,14,250,48,99,10,10,10,10,10,10,1,0.56
216064,2,-122.43467912368632,3,$75.00,30,0,84,92,9,8,10,10,8,9,2,0.99
217106,12,-122.44523144708471,4,$110.00,365,314,40,94,9,8,10,10,10,9,12,0.47
218567,2,-122.432192875102,6,$150.00,365,279,88,96,10,10,9,10,10,10,1,1.04
220418,5,-122.45019258502148,2,$78.00,5,314,329,89,9,9,10,9,9,9,5,3.87
220780,2,-122.50701883931028,2,$162.00,45,90,0,,,,,,,,2,
221342,4,-122.41539590929222,5,$139.00,30,31,153,95,10,10,9,10,10,9,4,1.8
224579,1,-122.4047789531847,2,$145.00,1125,9,56,97,10,10,10,10,9,10,1,0.66
224671,1,-122.41877580993958,5,$300.00,365,179,10,100,10,10,10,10,10,10,1,0.31
225205,1,-122.42313045777621,2,$115.00,21,30,336,94,10,10,10,10,10,9,1,3.96
225933,1,-122.43086055330338,2,$95.00,5,104,170,95,10,9,10,10,10,9,1,2.07
226594,1,-122.45193249782153,1,$120.00,365,344,76,99,10,10,10,10,10,10,1,0.9
229240,20,-122.40339940420168,3,$45.00,21,30,293,93,10,9,10,10,10,9,20,3.46
229319,4,-122.41566294993788,4,$135.00,365,38,18,97,10,10,10,10,9,9,2,0.23
231129,4,-122.4102947801119,10,$995.00,365,323,56,87,9,9,9,9,10,8,4,0.69
231752,5,-122.44021786803921,4,$250.00,365,340,73,99,10,10,10,10,10,10,1,0.89
232060,1,-122.46444357577275,2,$99.00,1125,250,113,98,10,10,10,10,10,9,1,1.41
234394,2,-122.46188101322068,4,$195.00,25,217,39,98,10,10,10,10,10,10,2,0.48
238190,4,-122.41580891918602,3,$99.00,30,42,170,96,10,10,10,10,10,9,4,2.02
238204,1,-122.50434675643139,4,$135.00,29,318,169,94,10,9,10,10,9,9,1,2.02
241235,20,-122.40382575340777,4,$45.00,21,38,283,93,9,9,10,10,10,9,20,3.37
242008,1,-122.40634931130347,2,$160.00,40,43,49,96,10,10,10,10,9,10,1,0.74
242477,5,-122.4425690387371,5,$175.00,365,262,15,99,10,10,10,10,10,9,5,0.19
245339,41,-122.4194217811057,2,$160.00,365,357,7,89,10,9,9,9,7,8,31,0.13
252321,2,-122.4278881577333,2,$59.00,30,270,177,89,9,8,10,10,9,9,2,2.39
252867,1,-122.39538804401353,5,$280.00,21,163,20,99,10,9,10,10,10,10,1,0.25
254953,4,-122.51090525601585,4,$165.00,363,89,2,80,10,8,10,8,10,10,3,0.04
256148,1,-122.44215252096134,2,$139.00,10,137,515,98,10,10,10,10,10,10,1,6.2
256176,1,-122.45504496210103,1,$100.00,21,310,244,97,10,10,10,10,10,10,1,2.94
258873,1,-122.40713759432147,2,$89.00,365,291,275,87,9,8,9,9,10,9,1,3.77
259621,20,-122.40373662568413,1,$45.00,21,29,180,92,9,9,10,10,10,9,20,2.17
259622,20,-122.40472525122537,5,$45.00,21,39,181,94,9,9,10,10,10,9,20,2.27
259919,47,-122.4536838435401,2,$114.00,365,261,13,90,9,9,10,9,9,9,42,0.16
269371,1,-122.43973594027395,2,$95.00,40,339,149,94,9,9,10,10,10,9,1,1.8
269463,1,-122.45151218848747,2,$250.00,30,44,110,94,9,9,10,10,10,9,1,1.33
271505,1,-122.42925709765879,2,$160.00,40,4,180,99,10,10,10,10,10,10,1,2.21
271602,1,-122.40453636486582,3,$133.00,365,317,97,97,10,10,10,10,9,9,1,1.19
273530,2,-122.39966658849838,4,$325.00,7,40,30,98,10,10,10,10,10,10,2,0.51
274334,1,-122.50358489575856,2,$95.00,365,111,55,95,10,9,10,10,9,9,1,0.68
276072,1,-122.42591990652701,1,$95.00,14,40,39,96,10,9,10,10,10,9,1,0.53
277339,1,-122.43419054174052,3,$110.00,30,218,300,97,10,10,10,10,9,10,1,3.7
279057,2,-122.40203569535437,3,$180.00,1125,158,1,,,,,,,,2,0.07
279184,2,-122.41552660816635,7,$575.00,365,0,12,97,10,9,10,10,9,10,2,0.15
280549,1,-122.44955527998941,4,$250.00,1125,311,34,94,10,10,10,10,9,9,1,0.54
284117,2,-122.42931645550048,2,$118.00,20,116,190,95,10,9,10,10,10,9,2,2.39
285755,1,-122.41917251022949,2,$145.00,60,60,92,98,10,10,10,10,9,10,1,1.14
286311,2,-122.44251542727513,8,$475.00,14,0,12,98,10,10,10,10,10,9,2,0.42
287907,2,-122.43614258253294,6,$300.00,150,50,61,97,10,9,10,10,10,9,1,0.77
288213,1,-122.38833336444765,2,$190.00,365,272,156,98,10,10,10,10,10,10,1,1.94
292723,41,-122.42377947897072,2,$43.00,1125,361,18,82,8,8,9,9,8,8,14,0.22
295240,1,-122.43919495998337,4,$275.00,365,240,110,98,10,10,10,10,10,10,1,1.37
295565,41,-122.42464476259345,1,$28.00,1125,267,7,100,9,9,10,10,9,9,14,0.09
297897,1,-122.5061943752885,6,$323.00,1125,41,185,96,10,10,10,10,9,9,1,2.44
298368,1,-122.41747642643882,2,$160.00,60,358,56,98,9,10,10,9,9,9,1,0.7
300589,1,-122.47266130785194,2,$99.00,10,0,273,96,10,10,10,10,10,10,1,3.48
307837,1,-122.43699616577315,2,$159.00,29,295,47,97,10,10,10,10,10,9,1,0.61
308885,1,-122.4067873761932,4,$225.00,59,365,108,89,9,9,9,10,9,9,1,1.47
310254,1,-122.42087023774494,2,$258.00,365,130,12,98,10,10,10,10,10,10,1,0.15
314248,1,-122.43640408433696,6,$325.00,365,252,34,96,10,9,10,10,10,9,1,0.58
314368,1,-122.40798115140404,5,$375.00,29,12,12,100,10,10,10,10,10,9,1,3.46
317078,12,-122.43292340525869,4,$140.00,1125,311,12,87,9,7,9,9,10,8,12,0.15
317121,12,-122.44666924969943,2,$90.00,365,131,24,93,10,9,10,10,10,9,12,0.3
323635,2,-122.43231633847377,1,$55.00,25,2,47,97,10,9,10,10,9,10,2,0.61
325478,1,-122.42413536603497,4,$315.00,90,42,103,97,10,9,10,10,10,9,1,1.29
326650,2,-122.43216649776436,2,$139.00,180,339,34,94,9,9,10,10,10,9,2,0.45
329020,1,-122.39337425288225,2,$250.00,120,109,6,100,10,10,10,10,10,10,1,0.08
330535,4,-122.44614722135277,6,$189.00,364,131,111,94,10,9,10,10,10,9,2,1.4
330736,1,-122.40628420511747,2,$295.00,1125,103,46,100,10,10,10,10,10,9,1,0.57
334339,1,-122.44259230880789,1,$99.00,20,36,148,98,10,10,10,10,10,10,1,2
334886,4,-122.44601381922487,3,$155.00,60,314,125,98,10,10,10,10,10,9,4,1.59
338849,2,-122.43050614417362,1,$99.00,120,342,3,100,10,10,10,10,10,10,2,0.05
340429,2,-122.39492312065981,3,$160.00,60,0,17,96,10,8,10,10,10,9,1,0.34
342420,1,-122.42938676366029,8,$595.00,90,10,15,100,10,10,10,10,10,10,1,0.36
348580,1,-122.41954733598743,4,$160.00,30,0,28,95,9,8,10,10,9,9,1,0.36
348714,1,-122.44293332662133,4,$190.00,25,96,302,96,10,10,10,10,10,9,1,3.87
350391,1,-122.43714633619136,2,$175.00,10,58,141,99,10,10,10,10,10,10,1,1.78
350479,4,-122.4096269557379,2,$60.00,180,267,32,98,10,9,10,10,9,9,4,0.43
351881,3,-122.44338799371899,2,$125.00,7,324,315,97,10,10,10,10,10,10,2,3.99
351950,41,-122.42538864365874,2,$37.00,1125,335,18,70,7,7,8,8,7,7,14,0.23
351978,41,-122.42316507276752,2,$44.00,1125,351,24,82,8,8,9,9,8,8,14,0.31
352165,4,-122.435501410745,3,$115.00,100,7,169,90,9,9,10,10,10,9,2,3.11
361230,2,-122.43446716426722,5,$270.00,365,41,175,96,10,10,10,10,10,9,1,2.26
364397,4,-122.43332078787402,2,$95.00,30,0,61,94,9,9,10,10,10,9,4,0.81
366541,1,-122.3950176287387,4,$500.00,1125,327,1,,,,,,,,1,0.31
371595,3,-122.45634925971878,2,$135.00,30,31,197,96,10,10,10,10,10,10,3,2.5
374997,3,-122.44221005688347,6,$549.00,10,141,32,94,9,9,10,10,10,9,2,0.47
377452,1,-122.41193549745735,2,$200.00,360,280,85,99,10,10,10,10,10,10,1,1.09
377569,1,-122.40794559735868,1,$70.00,90,263,84,91,9,9,9,10,9,9,1,1.09
379255,1,-122.44281364706676,8,$672.00,29,97,10,100,10,9,10,10,10,10,1,0.13
379349,1,-122.44542046625686,2,$125.00,10,271,196,92,9,9,10,10,10,9,1,2.58
381217,3,-122.4192682830423,2,$102.00,180,281,149,96,10,10,10,10,9,10,3,1.92
384689,1,-122.41512307506426,1,$105.00,81,68,149,96,10,10,10,10,9,9,1,1.91
392543,2,-122.3941137968588,2,$250.00,30,337,101,97,10,10,10,10,10,9,2,1.44
394575,1,-122.41068814734358,4,$149.00,365,288,335,96,10,10,10,10,9,9,1,4.32
404102,1,-122.40933651797708,3,$150.00,1125,157,25,99,10,10,10,10,9,10,1,0.32
408471,4,-122.43607225183206,6,$600.00,1125,294,31,96,9,9,10,10,10,9,1,0.42
409549,3,-122.41812955991368,6,$169.00,7,96,14,100,10,10,10,10,9,10,3,0.19
413663,1,-122.44027475105739,5,$189.00,10000,364,72,99,10,10,10,10,10,10,1,0.99
415498,9,-122.42493099675252,2,$130.00,1125,294,18,96,10,9,10,10,10,9,9,0.23
